Date,SHA Inflow,SHA Outflow,KWK Outflow,SHA Elev,KWK Elev,SHA Storage,SAC Flow,SAC Temp,MCC Flow,MCC Temp,PIT Flow,PIT Temp,SQW Flow,SQW Temp,Upper Gate Ops,Middle Gate Ops,Lower Gate Ops,Side Gate Ops,SPP Temp,Air Temp,Dew Point,Wind Speed,Cloud Cover,Solar Rad,Precip,Mid Prof Temp,Low Prof Temp,SideProf Temp,SHA Temp,KWK Temp
217,43.018,172.46875,273.07788,282.81402,176.89748,1531872,4.25894,19.83,6.35824,15.78,32.04404,18.17,0.42475,15.78,0,0,5,0,14.00231,26.42873,13.74491,2.71886,7.99275,239.64073,1.07813,23.30556,9.63889,8.13889,11.55054012,12.47709298
218,38.00207,217.75384,265.07223,282.54573,176.74225,1519242,4.1922,21,5.8812,16.94,27.6152,18.06,0.42475,16.94,0,0,5,0,14.14815,27.8871,10.63324,2.4739,2.42853,277.85217,3.90157,23.51736,9.70486,8.14931,11.63477366,12.66652199
219,56.62053,212.90794,263.02949,282.30793,176.93636,1508102,3.71881,21.83,5.39076,17.33,47.22746,18,0.42475,17.33,0,0,5,0.5,14.26157,30.81323,5.29693,1.65079,0.1987,347.14383,0.10938,23.72917,9.77083,8.15972,11.39343814,12.86538709
220,57.89577,176.01108,255.31902,282.125,176.79357,1499587,3.43231,22,5.25676,17.22,48.92846,17.94,0.42475,17.22,0,0,5,1.5,14.07407,30.9354,4.25809,2.1776,3.82667,325.33902,0.00221,23.94097,9.83681,8.17014,10.91177984,12.83762539
221,64.32863,172.29872,247.85652,281.95427,177.11179,1491658,3.7586,21.28,5.8056,16.44,54.4176,17.89,0.42475,16.44,0,0,5,2,14.20602,30.64823,4.67899,3.32168,6.22537,326.69223,0.11928,24.15278,9.90278,8.18056,10.89303627,12.52690972
222,69.48626,163.45707,247.37241,281.80488,177.22764,1484751,3.66476,20.83,5.67696,16,59.80016,17.83,0.42475,16,0,0,5,2,14.12269,30.45947,4.24401,3.67904,3.33481,340.22714,0.0017,24.36458,9.96875,8.19097,11.33791474,12.48353909
223,90.31513,159.26296,250.57231,281.69512,176.86751,1479680,3.6089,20.17,5.5644,16.17,80.7974,17.78,0.42475,16.17,0,0,4,2,14.15278,30.64181,4.29992,4.00144,6.67799,335.15729,0.03906,24.57639,10.03472,8.20139,11.29899691,12.61512989
224,73.25529,149.54282,241.59842,281.57317,176.83054,1474078,3.68796,20.06,5.78416,16.06,63.43136,17.67,0.42475,16.06,0,0,3,2,14.07407,26.97204,5.87492,6.21516,2.63639,324.09799,0.003,24.78819,10.10069,8.21181,11.15051119,12.61492091
225,73.34031,157.76101,235.38754,281.43902,176.76613,1467916,3.28497,19.94,4.97212,16.06,64.79002,17.56,0.42475,16.06,0,0,3,2,14.125,25.27534,6.36823,4.15676,0.80481,322.28772,0.00158,24.69519,10.16667,8.22222,11.10955183,12.65271348
226,70.87485,149.03272,235.18681,281.31402,176.68394,1462201,4.0147,20.06,6.2612,15.94,60.2102,17.5,0.42475,15.94,0,0,3,2,14.0787,26.52518,7.2601,3.10104,0.67665,334.47241,0.00781,24.60218,10.35897,8.26923,11.30378729,12.68094136
227,70.2514,163.59877,228.96412,281.16463,176.66641,1455384,3.32753,20.22,5.05788,16.06,61.57498,17.39,0.42475,16.06,0,0,3,2,14.0787,28.61958,4.91816,3.25104,3.53983,333.95377,0,24.50918,10.55128,8.31624,11.47542117,12.71522955
228,67.87096,151.0731,229.33016,281.03049,176.82241,1449284,3.74421,20.22,6.11916,15.78,57.63386,17.22,0.42475,15.78,0,0,2.5,2,14.07407,29.36972,1.86774,3.08979,3.16662,331.59253,0,24.41617,10.74359,8.36325,11.893594,12.88491834
229,64.13026,148.80602,229.35378,280.89329,176.77846,1443066,3.63441,20.11,5.95836,15.61,54.17706,17.11,0.42475,15.61,0,0,2,2,14.09491,29.11922,-0.88694,2.52469,0.07547,337.23288,0,24.32317,10.9359,8.41026,11.89437889,12.92304848
230,63.33678,143.5067,229.43643,280.7622,176.80259,1437133,3.0897,20.17,4.9212,15.61,55.0502,17.11,0.42475,15.61,0,0,1.5,2,14.1713,29.12737,0.3273,3.12994,0,332.98724,0,24.23016,11.12821,8.45726,11.47948048,12.84564686
231,54.77852,146.25554,221.59608,280.6128,176.73933,1430408,3.62963,20.61,6.04948,16.11,44.74358,17.28,0.42475,16.11,0,0,1,2,14.09259,28.72572,3.84501,2.97311,0.77378,326.8649,0,24.13716,11.32051,8.50427,11.49702611,12.69862397
232,68.40939,154.16201,220.45073,280.47256,177.46545,1424095,3.90174,20.83,6.49704,16.33,57.60884,17.11,0.42475,16.33,0,0,1,2,14.06944,28.66411,6.27043,3.60606,0.54744,324.08627,0,24.04415,11.51282,8.55128,11.49191422,12.75244342
233,78.38458,151.32815,219.42346,280.35366,177.93814,1418749,3.39294,20.78,5.53224,16.17,69.11804,17.06,0.42475,16.17,0,0,1,2,13.9537,28.27567,6.74809,3.1196,1.68737,317.82712,0,23.95114,11.70513,8.59829,11.57000707,12.76662166
234,63.4218,153.45355,220.66327,280.20732,178.22764,1412170,3.25063,20.33,5.24548,15.72,54.61958,17.06,0.42475,15.72,0,0,1,2,14.03009,27.97064,4.10332,2.20991,1.18579,326.83493,0,23.85814,11.89744,8.6453,11.66878858,12.86320087
235,63.30844,144.44187,220.35627,280.07317,177.95808,1406173,3.44476,19.89,5.67696,15.39,53.85016,17.11,0.42475,15.39,0,0,1,2,13.94676,27.91695,0.57299,1.32282,0.40142,325.27927,0,23.76513,12.08974,8.69231,11.83886317,12.74953382
236,66.25566,174.87753,221.33631,279.89634,178.11966,1398278,3.68416,20,6.15936,15.67,56.03056,17.28,0.42475,15.67,0,0,1,2,13.97222,27.8543,-1.06235,2.413,1.53376,322.97849,0,23.67213,12.28205,8.73932,11.99673675,12.7572981
237,70.30808,160.65155,221.12377,279.74695,177.7862,1391647,4.14833,19.94,7.09468,15.5,58.60778,17.33,0.42475,15.5,0,0,1,2,14.12731,26.48566,2.03252,2.99938,0.17411,320.85248,0,23.57912,12.47436,8.78632,11.80399627,12.83346193
238,92.01545,182.84068,219.69504,279.59756,177.65993,1385022,4.40827,20.17,7.67892,15.67,79.40782,17.28,0.42475,15.67,0,0,0.5,2,14.41667,28.25309,1.84925,1.23701,0.30112,317.39706,0.00291,23.48612,12.66667,8.83333,11.52962641,12.71743184
239,105.10789,181.76381,222.62336,279.46951,177.92162,1379374,6.44982,20.61,11.79272,16,86.02012,17.22,0.42475,16,0,0,0,2,14.35648,30.47486,1.75921,1.53281,2.85384,314.79059,0.00321,23.39311,12.98413,8.94048,11.54576582,12.40255273
240,64.24362,199.53212,215.12544,279.25,177.64317,1369711,2.71385,20.72,4.2646,15.94,57.0341,17.06,0.42475,15.94,0,0,0,2,14.43981,31.30394,3.44253,1.88545,7.68672,288.55417,0,23.30011,13.30159,9.04762,11.67825682,12.3117927
241,45.1434,178.4482,214.87747,279.03049,177.66692,1360108,3.17388,20,5.31248,15.39,36.36408,16.94,0.42475,15.39,0,0,0,2,14.28241,29.43372,4.25746,2.37632,5.90223,216.7309,0,23.2071,13.61905,9.15476,11.84506816,12.45354295
242,62.71333,185.05109,207.39136,278.82622,177.05056,1351214,2.48213,19.33,4.03948,14.72,55.98858,16.89,0.42475,14.72,0,0,0,2,14.44444,27.90249,1.90446,2.93333,3.30903,304.27893,0,23.11409,13.93651,9.2619,11.90665188,12.49485597
243,65.63221,192.16408,205.325,278.61585,176.94271,1342087,3.46042,19.06,5.95032,14.89,55.85972,16.94,0.42475,14.89,0,0,0,2,14.37963,26.59607,1.09428,2.80674,0.5755,309.01636,0,23.02109,14.25397,9.36905,12.06602045,12.53917503
244,85.44089,183.63416,205.08885,278.45122,177.00724,1334984,3.12984,19.28,5.34464,14.89,76.64344,16.78,0.42475,14.89,0,0,0,2,14.39583,29.03193,0.60089,2.45586,2.87784,305.10025,0,22.92808,14.57143,9.47619,12.12866512,12.58371914
245,73.82207,201.82755,205.7737,278.2378,176.99378,1325810,2.33982,19.28,3.75272,15.06,67.54012,16.67,0.42475,15.06,0,0,0,2,14.36806,29.87918,-0.31256,2.63054,0.11141,305.30432,0,22.83508,14.88889,9.58333,12.31835134,12.75210584
246,54.63683,181.82049,199.11412,278.02439,177.49695,1316673,2.55789,18.39,4.23244,14.17,47.62474,16.56,0.42475,14.17,0,0,0,2,14.38657,27.21514,-4.83196,3.61629,1.12321,310.81555,0,22.74207,15.20635,9.69048,12.50567451,12.81351273
247,66.76575,177.99478,198.78351,277.83537,177.156,1308629,2.78857,18.06,4.75772,13.78,58.94762,16.39,0.42475,13.78,0,0,0,2,14.3912,25.64232,-9.74981,3.28891,0.16421,313.24417,0,22.64907,15.52381,9.79762,12.6683224,12.90895062
248,66.90745,173.9707,192.28924,277.65244,177.00318,1300872,2.35632,18,3.88672,13.89,60.46912,16.17,0.42475,13.89,0,0,0,2,14.38657,26.53358,-9.10248,2.52317,0,308.7355,0,22.55606,15.84127,9.90476,12.81317515,13.00532086
249,63.90355,174.16907,184.36624,277.46341,177.14748,1292885,2.79581,17.83,4.83276,13.78,55.99946,15.83,0.42475,13.78,0,0,0,2,14.36806,26.90645,-7.4476,3.03191,0,303.68961,0.00341,22.46306,16.15873,10.0119,13.16288902,13.17835327
250,59.90781,162.21018,184.09466,277.28659,176.91374,1285457,2.19066,17.78,3.61336,13.83,53.92956,15.67,0.42475,13.83,0,0,0,2,14.38426,26.83603,-2.89751,2.946,0,296.73553,0,22.37005,16.47619,10.11905,13.34456983,13.33614648
251,40.07079,160.73657,184.57878,277.07927,177.03773,1276773,2.66887,17.78,4.51652,13.72,32.65742,15.39,0.42475,13.72,0,0,0,2,14.40741,26.0593,-1.89669,3.26003,0,294.09348,0,22.27704,16.79365,10.22619,13.60307356,13.45482896
252,54.4668,156.25907,177.70667,276.90244,176.84883,1269405,2.65956,17.67,4.49776,13.61,47.06696,15.11,0.42475,13.61,0,0,0,2,14.36574,26.56278,-3.29067,1.46572,0,293.42163,0,22.18404,17.11111,10.33333,13.20624357,13.65666795
253,82.15362,175.04756,177.71848,276.74085,177.44004,1262697,2.95083,17.67,5.08468,13.67,73.81278,15,0.42475,13.67,0,0,0,2,14.37963,28.076,-2.9217,2.0511,0.168,290.3298,0,22.09103,17.27778,10.63492,13.83685378,13.53089635
254,71.01654,157.98772,170.52756,276.58841,177.06237,1256389,2.7998,17.89,4.8408,13.78,63.0968,14.94,0.42475,13.78,0,0,0,2,14.41667,29.25095,-2.68205,1.8649,2.6952,283.09891,0,21.99803,17.44444,10.93651,13.43632652,13.652183
255,97.56982,166.29093,170.56298,276.46646,177.66044,1251359,3.36564,17.83,6.04144,13.78,87.76624,14.89,0.42475,13.78,0,0,0,2,14.41435,28.98237,-1.05126,2.05094,6.83371,275.5813,0,21.90502,17.61111,11.2381,13.28559028,13.70875129
256,87.73632,163.31538,172.05076,276.33232,177.96723,1245848,3.51667,18.17,6.28532,13.89,77.53222,14.67,0.42475,13.89,0,0,0,2,14.2963,28.48138,-1.58476,2.01319,8.99119,270.44418,0,21.81202,17.77778,11.53968,13.66240676,13.80385159
257,85.01582,144.52689,169.39401,276.22561,178.0841,1241464,3.41825,18.44,6.087,14.06,75.1245,14.5,0.42475,14.06,0,0,0,2,14.41667,28.29691,0.08749,2.18719,1.79078,278.81168,0,21.71901,17.94444,11.84127,13.7301151,14.03239133
258,25.70311,159.14961,169.91355,275.99085,177.53963,1231883,0.01,18,0.01,13.78,45.18818,14.28,0.42475,13.78,0,0,0,2,14.40972,28.5076,3.49724,4.56456,3.79993,269.76569,0,21.62601,18.11111,12.14286,13.88945152,14.2583269
259,87.4246,151.41317,170.53936,275.875,177.41641,1227167,3.78858,17.22,6.89368,13.44,76.29428,14,0.42475,13.44,0,0,0,2,14.37731,26.21483,2.24348,3.70837,7.62027,260.40121,0,21.533,18.27778,12.44444,14.00454925,14.27101016
260,72.15009,143.67673,169.91355,275.74695,177.40816,1221980,0.36383,17.89,0.01,14.22,71.89078,13.78,0.42475,14.22,0,0,0,2,14.40741,25.07635,1.82227,6.82852,2.1043,261.70688,0,21.43999,18.34921,12.76984,14.14060892,14.41493056
261,70.22306,157.47763,169.65378,275.59146,177.36903,1215686,3.57244,17.89,5.93424,13.94,60.35504,13.61,0.42475,13.94,0,0,0,2,14.35417,22.37474,8.53688,3.39537,4.34811,161.46579,0,21.34699,18.42063,13.09524,14.73648084,14.58122749
262,73.68037,140.78619,164.0451,275.47256,177.75521,1210903,3.10276,18.28,4.89496,13.94,65.41816,13.33,0.42475,13.94,0,0,0,2,14.49306,26.34532,7.7819,2.28916,0.21152,262.71454,1.15625,21.25398,18.49206,13.42063,14.40326003,14.71489198
263,43.44308,150.67636,162.0614,275.28049,177.50229,1203184,3.38875,18.67,5.685,14.28,34.0475,13.22,0.42475,14.28,0,0,0,2,14.53704,28.93221,5.71554,3.47386,0.90595,260.89456,0,21.16098,18.56349,13.74603,14.47876479,14.84166024
264,43.92484,143.42168,162.0614,275.10061,177.57965,1195999,3.44904,18.72,5.98784,14.22,34.14064,13.22,0.42475,14.22,0,0,0,2,14.51389,26.73244,8.56502,4.20491,4.65052,198.33351,0.00051,21.06797,18.63492,14.07143,14.57032858,14.89117155
265,50.69776,153.73693,156.70068,274.91463,177.4732,1188596,3.52219,18.28,6.13524,13.89,40.67854,13.17,0.42475,13.89,0,0,0,2,14.41898,26.31782,8.73168,4.37307,2.97848,249.86304,0,20.97497,18.70635,14.39683,14.8163741,15.01316551
266,111.2857,142.28814,156.72429,274.85671,177.79484,1186299,2.79867,16.83,4.67732,13.17,103.51422,13.11,0.42475,13.17,0,0,0,2,14.44907,24.70289,6.6706,4.6301,4.04242,243.02309,0,20.88196,18.77778,14.72222,14.73032407,15.08764146
267,87.84968,134.09828,149.17914,274.77134,177.71392,1182914,5.09499,15.78,9.24404,13.33,72.87334,13.11,0.42475,13.33,0,0,0,2,14.41204,21.60808,9.28526,4.40155,6.90654,194.15218,0,20.78896,18.78148,14.88889,15.01038452,15.02457883
268,112.19254,116.81173,149.03745,274.7561,177.55069,1182310,16.54718,15.56,21.00928,12.94,73.24188,13,0.42475,12.94,0,0,0,2,14.39583,14.8861,11.40327,2.86811,7.0529,139.55544,21.5625,20.69595,18.78519,15.05556,15.01138117,14.99734761
269,40.83593,95.35941,142.09449,274.65854,177.76232,1178452,6.22012,15.44,7.04152,12.33,27.20992,13.06,0.42475,12.33,0,0,0,2,14.53241,18.73385,9.23032,1.92417,1.21406,231.33026,35.24219,20.60294,18.78889,15.22222,15.26641268,15.09265689
270,62.20324,117.29349,141.25614,274.55793,176.96024,1174490,7.67281,15.11,12.89476,12.33,40.76146,12.94,0.42475,12.33,0,0,0,2,14.4213,18.74596,6.79466,3.86164,2.7764,236.33429,0.97221,20.50994,18.79259,15.38889,15.47980967,15.23718814
271,38.65386,121.17588,141.24433,274.40854,176.71062,1168608,4.2212,15.28,6.6852,12.33,27.3692,12.89,0.42475,12.33,0,0,0,2,14.50463,19.37267,9.92683,2.16646,5.27436,130.9864,0.03125,20.41693,18.7963,15.55556,15.4217464,15.46146798
272,37.23693,118.17198,141.61037,274.2622,176.72802,1162846,4.50355,15.5,7.4758,12.72,24.8243,12.78,0.42475,12.72,0,0,0,2,14.48843,20.28831,10.17668,1.74461,1.49686,237.0816,0,20.32393,18.8,15.72222,15.44984568,15.75684799
273,36.50012,117.83192,143.45238,274.11585,176.61522,1157084,3.41147,14.78,5.39612,12,27.41902,12.61,0.42475,12,0,0,0,2,14.57176,19.73163,5.36764,4.23545,0.11284,243.13869,0.03125,20.23092,18.8037,15.88889,15.60632073,15.75265239
274,40.35417,127.04197,143.53503,273.95732,176.55996,1150877,2.75711,14.44,3.78756,11.5,33.63526,12.5,0.42475,11.5,0,0,0,2,14.52778,18.75405,1.64835,3.77093,0.83173,242.79016,0,20.13792,18.80741,16.05556,15.76948302,15.66001157
275,68.6361,130.38592,144.95196,273.84146,176.96557,1146349,6.49258,14.61,11.43768,11.61,49.88828,12.39,0.42475,11.61,0,0,0,2,14.49537,21.20981,1.11116,2.14891,2.2725,235.84032,0,20.04491,18.81111,16.22222,16.14152521,15.76138117
276,77.47775,115.33812,142.34245,273.76829,177.32139,1143492,8.41497,14.89,15.13212,11.78,52.80002,12.28,0.42475,11.78,0,0,0,2,14.51852,23.72,2.65152,1.5663,0.0358,237.30858,0,19.9519,18.81481,16.38889,16.19773984,15.91301762
277,59.14267,111.96583,141.71664,273.66768,177.20871,1139588,7.00842,15.17,12.06832,11.72,39.16772,12.17,0.42475,11.72,0,0,0,2,14.48148,24.74825,2.74387,1.6503,0,237.01488,0,19.8589,18.81852,16.55556,16.2148116,16.13824588
278,57.52737,122.39444,141.58676,273.54573,177.26537,1134855,7.21782,15.11,12.27072,11.56,37.09812,12.06,0.42475,11.56,0,0,0,2,14.5463,25.07236,3.03494,1.51327,0.11323,234.39453,0,19.76589,18.82222,16.72222,16.29457626,16.23225309
279,127.29701,131.00937,141.87014,273.53354,177.72701,1134382,16.37753,15,30.72788,11.44,77.75498,11.89,0.58336,11.44,0,0,0,2,14.5162,25.55578,3.4503,1.34942,0.38269,230.78699,0,19.67289,18.82593,16.88889,16.19597158,16.27017425
280,123.30127,107.63002,141.68122,273.55793,177.85328,1135328,15.78361,14.56,29.59156,11.11,75.58426,11.78,0.42475,11.11,0,0,0,2,14.46759,25.73409,3.33267,1.63453,2.23766,225.31837,0,19.57988,18.82963,17.05556,16.13442001,16.38657407
281,103.35089,125.25663,143.3225,273.51524,177.93737,1133672,13.13159,14.33,24.24764,11.06,64.05894,11.72,0.42475,11.06,0,0,0,2,14.52546,23.82777,-0.2772,2.48291,0.36786,226.81329,0,19.48688,18.83333,17.22222,15.88114069,16.25532086
282,92.55388,109.78376,141.53952,273.48171,177.64202,1132371,11.54623,14.28,21.33308,10.94,58.01918,11.56,0.42475,10.94,0,0,0,2,14.59722,22.21413,0.01087,1.99623,1.65109,217.1076,0,19.39387,18.78571,17.2381,16.1803948,16.0621785
283,50.69776,113.43944,141.39783,273.36585,177.59324,1127905,6.13313,14.33,10.71548,11.11,33.08458,11.56,0.42475,11.11,0,0,0,2,14.62963,21.61255,1.3031,1.95573,2.60158,217.40639,0,19.30087,18.7381,17.25397,16.56802984,15.88850309
284,41.7711,97.34311,142.22437,273.2622,177.9422,1123912,5.32449,14.11,9.36604,11,26.45034,11.33,0.42475,11,0,0,0,2,14.37269,21.55738,2.9754,3.38749,2.27681,214.00574,0,19.20786,18.69048,17.26984,16.84389468,15.82904128
285,38.79555,85.44089,141.85833,273.17378,177.50025,1120505,4.86623,13.61,8.78308,10.39,24.58918,11.22,0.42475,10.39,0,0,0,2,14.40509,19.00971,-0.6178,3.7053,3.56497,213.65092,0,19.11485,18.64286,17.28571,16.37491962,15.86730003
286,70.90319,105.58964,142.38968,273.10671,177.42137,1117940,8.66811,12.83,16.67356,10.11,44.38126,11.11,0.42475,10.11,0,0,0,2,14.52778,20.09769,-1.92163,2.94616,8.08924,199.94572,0,19.02185,18.59524,17.30159,16.37226723,15.87696116
287,98.84505,99.07176,142.62584,273.10366,177.53557,1117823,12.03109,12.83,23.38964,10.89,61.69594,11.17,0.42475,10.89,0,0,0,2,14.48611,18.61948,2.57043,6.52096,8.0739,183.00861,0,18.92884,18.54762,17.31746,16.4056713,15.78896605
288,96.3796,117.77524,142.42511,273.06098,177.3717,1116191,16.63356,13.33,20.33176,11,57.93096,11,0.42475,11,0,0,0,2,14.58102,15.40604,7.14808,3.76621,8.50192,114.19353,6.05469,18.83584,18.5,17.33333,16.46801055,15.90769676
289,97.56982,89.15325,142.79115,273.07317,177.22777,1116657,12.17735,13.39,20.2106,10.72,63.6751,10.61,0.42475,10.72,0,0,0,2,14.52778,16.65394,6.40598,3.13189,5.97185,178.12041,4.21875,18.74283,18.47619,17.29365,16.316567,15.85572595
290,90.17344,102.52907,142.42511,273.04878,177.03303,1115724,10.28857,14,18.15772,11.11,60.38762,10.17,0.42475,11.11,0,0,0,2,14.3912,16.82297,7.24387,3.48866,7.69566,117.5953,0.03906,18.64983,18.45238,17.25397,16.39080183,15.89366319
291,71.15824,95.16104,142.44872,273.00305,176.71468,1113976,8.04037,13.89,14.03052,10.89,48.08642,10.67,0.42475,10.89,0,0,0,2,14.61111,19.13313,8.03645,1.47619,1.70478,181.91089,0.03906,18.55682,18.42857,17.21429,16.46891075,15.95405736
292,62.99672,93.77244,142.54318,272.94512,176.38923,1111760,6.5717,13.94,11.9232,10.89,43.7222,10.5,0.42475,10.89,0,0,0,2,14.53935,18.77287,8.84324,3.82255,4.06575,172.21625,0,18.46382,18.40476,17.1746,15.76747364,15.89237719
293,77.98784,82.01192,142.96826,272.93598,176.83753,1111411,8.05491,13.17,14.73636,10.72,54.23006,10.33,0.42475,10.72,0,0,0,2,14.45139,15.71831,9.50159,3.17381,5.21745,115.758,0.00781,18.37081,18.38095,17.13492,15.58809156,15.72008423
294,78.44126,81.50183,142.95645,272.92988,176.30971,1111177,8.26246,12.39,15.15616,10,54.10836,10.11,0.42475,10,0,0,0,2,14.44444,14.43581,5.55397,1.73983,4.85881,173.47052,9.26563,18.2778,18.35714,17.09524,16.62922775,15.43134324
295,71.21491,100.31866,143.23984,272.875,176.46087,1109079,6.68595,12.39,14.2962,10.33,49.5027,9.83,0.42475,10.33,0,0,0,2,14.49306,15.02709,5.43644,2.92249,9.08526,116.79078,0.10156,18.1848,18.33333,17.05556,16.64085005,15.30293531
296,94.2542,138.74581,144.79846,272.79268,177.11014,1105951,13.8417,12.72,19.4132,10.78,59.9822,9.83,0.42475,10.78,0,0,0,2,14.5787,13.0881,10.97468,2.86033,9.45551,51.14459,1.98438,18.09179,18.27778,16.93651,16.82208076,15.50721772
297,119.5039,66.39735,143.19261,272.89024,177.27185,1109662,18.89951,12.89,27.69796,10.72,71.35366,9.67,0.42475,10.72,0,0,0,2,14.45833,15.87757,10.76848,3.51536,2.54048,179.84125,24.29688,17.99879,18.22222,16.81746,16.74572402,15.56647055
298,194.03443,69.5146,144.14904,273.11585,176.9093,1118289,35.3728,11.72,48.4488,10.5,107.0948,9.5,6.57787,10.5,0,0,0,2,14.46528,8.7302,6.28575,5.42795,8.75277,74.50681,0.4375,17.90578,18.16667,16.69841,16.31071566,15.5942644
299,81.38847,117.83192,142.4133,273.04878,176.4704,1115724,16.97443,10.83,19.29028,9.39,44.42038,9.44,0.42475,9.39,0,0,0,2,14.69213,8.95823,3.8743,2.29087,5.08826,169.56535,30.78125,17.81278,18.11111,16.57937,16.31659915,15.55033115
300,80.79336,116.35831,143.44057,272.98171,177.12907,1113159,9.98291,10.61,18.90436,8.94,51.22806,9.33,0.42475,8.94,0,0,0,2,14.8125,12.06865,4.13271,2.34786,5.25619,148.66846,5.08594,17.71977,18.05556,16.46032,16.37802212,15.62596451
301,77.73279,125.0866,143.27526,272.89329,177.05221,1109778,7.79722,11.06,16.73312,9.56,52.62852,9.06,0.42475,9.56,0,0,0,2,14.90046,14.44902,3.85247,1.07884,4.036,128.23811,0.01563,17.62677,18,16.34127,16.90975437,15.68174511
302,64.30029,75.55072,142.79115,272.87195,176.56593,1108962,4.87233,11.89,11.23868,9.89,47.99178,8.89,0.42475,9.89,0,0,0,2,14.66898,17.48951,7.42835,1.08212,9.53179,143.22174,0,17.53376,17.94444,16.22222,16.85206083,15.61080568
303,84.0523,66.22732,143.13357,272.90244,176.45338,1110128,5.65529,12.06,12.27284,9.78,65.72314,8.89,0.42475,9.78,0,0,0,2,14.50231,18.04735,9.19322,2.07265,8.31952,147.73732,0.00781,17.44075,17.85714,16.18254,16.31793338,15.51519097
304,109.84043,128.06216,142.69668,272.8689,176.87132,1108846,12.1541,11.33,17.2036,9.56,79.6106,8.83,0.42475,9.56,0,0,0,2,14.63194,14.32639,9.96618,3.59044,8.43105,101.9722,0.03906,17.34775,17.76984,16.14286,16.16525206,15.44389789
305,99.15678,77.02433,142.14172,272.90854,176.56517,1110361,13.16824,10.06,15.96104,8.28,69.16784,8.83,0.42475,8.28,0,0,0,2,14.40509,12.32464,6.37004,2.21893,3.69714,160.48622,13.64844,17.25474,17.68254,16.10317,16.18052341,15.27383938
306,82.46534,68.66444,143.4878,272.93293,176.39367,1111294,8.7483,9.5,12.1268,7.89,60.9978,8.83,0.42475,7.89,0,0,0,2,14.40972,10.93075,2.39811,2.91975,2.06743,167.81198,0.46094,17.16174,17.59524,16.06349,16.20715985,15.24897119
307,88.95488,120.04233,139.08351,272.875,176.76092,1109079,8.67221,10,13.23716,8.61,66.32186,8.94,0.42475,8.61,0,0,0,2,14.4213,11.86205,2.72141,0.97556,5.67735,102.55556,0.00781,17.06873,17.50794,16.02381,16.10392554,15.36911651
308,80.99173,129.67746,139.93367,272.78354,176.46126,1105604,8.52663,10.78,13.41148,9.06,58.27558,9.06,0.42475,9.06,0,0,0,2,14.62037,13.74722,4.96249,1.17401,7.44012,103.72763,0.03125,16.97573,17.42063,15.98413,16.02054398,15.74723508
309,91.73206,132.31295,135.93084,272.70732,176.12551,1102711,10.76565,11.11,18.1974,9,61.5829,9,0.42475,9,0,0,0,2,14.58102,16.58253,7.82577,1.79662,3.85004,151.8553,0.01631,16.88272,17.33333,15.94444,15.79938272,15.87255658
310,89.20993,137.83898,136.50942,272.61585,175.84426,1099239,10.41994,11.11,17.68424,8.94,59.94004,9.17,0.42475,8.94,0,0,0,2,14.48148,16.85541,8.41508,2.29155,1.2735,156.43188,0,16.78972,17.25397,15.86508,15.93169689,15.8340015
311,77.10934,140.2761,133.79364,272.49695,176.0531,1094744,9.29308,11.28,15.69568,8.94,51.12128,9.28,0.42475,8.94,0,0,0,2,14.42361,16.1672,8.45106,2.22231,1.60831,154.68108,0,16.69671,17.1746,15.78571,15.92079797,15.77241149
312,77.90283,134.21163,135.11611,272.39024,175.89164,1090723,10.05201,11.28,17.34796,9,49.34866,9.39,0.42475,9,0,0,0,2,14.36111,17.0235,7.45416,1.65993,2.0904,154.25374,0,16.6037,17.09524,15.70635,15.84612912,15.72756195
313,76.76928,138.17904,133.35675,272.27439,176.22434,1086357,9.64483,10.67,16.68868,8.61,49.33678,9.39,0.42475,8.61,0,0,0,2,14.41667,17.04789,8.01355,1.29296,2.63128,148.69936,0,16.5107,17.01587,15.62698,15.76102752,15.61445473
314,79.7165,137.58393,134.9508,272.16463,176.18001,1082247,9.40257,9.72,16.08172,7.67,53.16162,9.33,0.42475,7.67,0,0,0,2,14.36574,14.22651,3.32853,2.96203,1.18955,155.74194,0,16.41769,16.93651,15.54762,15.61972737,15.48466435
315,73.9921,119.61725,134.97441,272.07622,175.74771,1078941,8.78565,9.89,14.6774,8.5,49.5729,9.28,0.42475,8.5,0,0,0,2,14.34028,12.04444,0.71439,1.16214,4.03078,146.67668,0,16.32469,16.85714,15.46825,15.42460777,15.39338992
316,74.64389,135.91195,127.16949,271.96037,175.37983,1074608,8.84742,10.61,14.57232,9.11,50.25172,9.22,0.42475,9.11,0,0,0,2,14.3912,11.88464,4.54513,2.13626,7.82056,131.16609,0.125,16.23168,16.77778,15.38889,15.46204668,15.40112204
317,94.56593,126.64523,127.70084,271.89939,175.6659,1072342,11.43972,10.94,17.80312,9.33,64.05352,9.11,0.42475,9.33,0,0,0,2,14.33333,11.03185,9.12385,3.77648,8.20817,93.50723,2.01563,16.13868,16.64403,15.26543,15.43320795,15.34067966
318,65.94393,136.81879,123.65078,271.76524,175.87932,1067361,7.32056,10.89,9.34376,9.11,48.67296,8.94,0.42475,9.11,0,0,0,2,14.34954,12.10429,8.49614,1.60021,5.10888,100.70977,6.21094,16.04567,16.51029,15.14198,15.3757716,15.25827868
